event_id,timestamp,receipt_id,sku,event_type,surface,metadata
INT-0003402,2026-02-02T13:41:18,RCPT-20260202-00325,P-0037,view,checkout_upsell,synthetic
INT-0003403,2026-02-02T13:41:18,RCPT-20260202-00325,P-0059,view,checkout_upsell,synthetic
INT-0003404,2026-02-02T13:41:18,RCPT-20260202-00325,P-0059,hover,checkout_upsell,synthetic
INT-0003405,2026-02-02T13:41:18,RCPT-20260202-00325,P-0038,view,checkout_upsell,synthetic
INT-0003406,2026-02-02T13:41:18,RCPT-20260202-00325,P-0038,hover,checkout_upsell,synthetic
INT-0003407,2026-02-02T13:41:18,RCPT-20260202-00325,P-0001,view,checkout_upsell,synthetic
INT-0003408,2026-02-02T13:41:18,RCPT-20260202-00325,P-0001,hover,checkout_upsell,synthetic
INT-0003409,2026-02-02T13:41:18,RCPT-20260202-00325,P-0063,view,checkout_upsell,synthetic
INT-0003410,2026-02-02T18:16:47,RCPT-20260202-00326,P-0015,view,checkout_upsell,synthetic
INT-0003411,2026-02-02T18:16:47,RCPT-20260202-00326,P-0015,click,checkout_upsell,synthetic
INT-0003412,2026-02-02T18:16:47,RCPT-20260202-00326,P-0003,view,checkout_upsell,synthetic
INT-0003413,2026-02-02T18:16:47,RCPT-20260202-00326,P-0071,view,checkout_upsell,synthetic
INT-0003414,2026-02-02T18:16:47,RCPT-20260202-00326,P-0041,view,checkout_upsell,synthetic
INT-0003415,2026-02-02T18:16:47,RCPT-20260202-00326,P-0041,click,checkout_upsell,synthetic
INT-0003416,2026-02-02T18:16:47,RCPT-20260202-00326,P-0058,view,checkout_upsell,synthetic
INT-0003417,2026-02-02T18:16:47,RCPT-20260202-00326,P-0058,hover,checkout_upsell,synthetic
INT-0003418,2026-02-02T18:16:47,RCPT-20260202-00326,P-0049,view,checkout_upsell,synthetic
INT-0003419,2026-02-02T18:16:47,RCPT-20260202-00326,P-0049,hover,checkout_upsell,synthetic
INT-0003420,2026-02-02T18:16:47,RCPT-20260202-00326,P-0049,click,checkout_upsell,synthetic
INT-0003421,2026-02-02T17:09:05,RCPT-20260202-00327,P-0034,view,checkout_upsell,synthetic
INT-0003422,2026-02-02T17:09:05,RCPT-20260202-00327,P-0034,hover,checkout_upsell,synthetic
INT-0003423,2026-02-02T17:09:05,RCPT-20260202-00327,P-0025,view,checkout_upsell,synthetic
INT-0003424,2026-02-02T17:09:05,RCPT-20260202-00327,P-0025,hover,checkout_upsell,synthetic
INT-0003425,2026-02-02T17:09:05,RCPT-20260202-00327,P-0036,view,checkout_upsell,synthetic
INT-0003426,2026-02-02T17:09:05,RCPT-20260202-00327,P-0036,hover,checkout_upsell,synthetic
INT-0003427,2026-02-02T17:09:05,RCPT-20260202-00327,P-0023,view,checkout_upsell,synthetic
INT-0003428,2026-02-02T17:09:05,RCPT-20260202-00327,P-0070,view,checkout_upsell,synthetic
INT-0003429,2026-02-02T17:09:05,RCPT-20260202-00327,P-0070,hover,checkout_upsell,synthetic
INT-0003430,2026-02-02T17:09:05,RCPT-20260202-00327,P-0016,view,checkout_upsell,synthetic
INT-0003431,2026-02-02T17:09:05,RCPT-20260202-00327,P-0016,hover,checkout_upsell,synthetic
INT-0003432,2026-02-02T08:02:42,RCPT-20260202-00328,P-0069,view,checkout_upsell,synthetic
INT-0003433,2026-02-02T08:02:42,RCPT-20260202-00328,P-0069,click,checkout_upsell,synthetic
INT-0003434,2026-02-02T08:02:42,RCPT-20260202-00328,P-0064,view,checkout_upsell,synthetic
INT-0003435,2026-02-02T08:02:42,RCPT-20260202-00328,P-0064,hover,checkout_upsell,synthetic
INT-0003436,2026-02-02T08:02:42,RCPT-20260202-00328,P-0026,view,checkout_upsell,synthetic
INT-0003437,2026-02-02T08:02:42,RCPT-20260202-00328,P-0026,hover,checkout_upsell,synthetic
INT-0003438,2026-02-02T08:02:42,RCPT-20260202-00328,P-0017,view,checkout_upsell,synthetic
INT-0003439,2026-02-02T08:02:42,RCPT-20260202-00328,P-0017,hover,checkout_upsell,synthetic
INT-0003440,2026-02-02T08:02:42,RCPT-20260202-00328,P-0044,view,checkout_upsell,synthetic
INT-0003441,2026-02-02T08:02:42,RCPT-20260202-00328,P-0044,hover,checkout_upsell,synthetic
INT-0003442,2026-02-02T08:02:42,RCPT-20260202-00328,P-0009,view,checkout_upsell,synthetic
INT-0003443,2026-02-02T08:02:42,RCPT-20260202-00328,P-0009,hover,checkout_upsell,synthetic
INT-0003444,2026-02-02T16:40:40,RCPT-20260202-00329,P-0036,view,checkout_upsell,synthetic
INT-0003445,2026-02-02T16:40:40,RCPT-20260202-00329,P-0036,hover,checkout_upsell,synthetic
INT-0003446,2026-02-02T16:40:40,RCPT-20260202-00329,P-0046,view,checkout_upsell,synthetic
INT-0003447,2026-02-02T16:40:40,RCPT-20260202-00329,P-0002,view,checkout_upsell,synthetic
INT-0003448,2026-02-02T16:40:40,RCPT-20260202-00329,P-0002,hover,checkout_upsell,synthetic
INT-0003449,2026-02-02T16:40:40,RCPT-20260202-00329,P-0075,view,checkout_upsell,synthetic
INT-0003450,2026-02-02T16:40:40,RCPT-20260202-00329,P-0064,view,checkout_upsell,synthetic
INT-0003451,2026-02-02T16:40:40,RCPT-20260202-00329,P-0064,hover,checkout_upsell,synthetic
INT-0003452,2026-02-02T16:40:40,RCPT-20260202-00329,P-0064,click,checkout_upsell,synthetic
INT-0003453,2026-02-02T16:40:40,RCPT-20260202-00329,P-0018,view,checkout_upsell,synthetic
INT-0003454,2026-02-02T16:40:40,RCPT-20260202-00329,P-0018,hover,checkout_upsell,synthetic
INT-0003455,2026-02-02T13:18:30,RCPT-20260202-00330,P-0061,view,checkout_upsell,synthetic
INT-0003456,2026-02-02T13:18:30,RCPT-20260202-00330,P-0061,hover,checkout_upsell,synthetic
INT-0003457,2026-02-02T13:18:30,RCPT-20260202-00330,P-0061,click,checkout_upsell,synthetic
INT-0003458,2026-02-02T13:18:30,RCPT-20260202-00330,P-0043,view,checkout_upsell,synthetic
INT-0003459,2026-02-02T13:18:30,RCPT-20260202-00330,P-0054,view,checkout_upsell,synthetic
INT-0003460,2026-02-02T13:18:30,RCPT-20260202-00330,P-0054,hover,checkout_upsell,synthetic
INT-0003461,2026-02-02T13:18:30,RCPT-20260202-00330,P-0046,view,checkout_upsell,synthetic
INT-0003462,2026-02-02T13:18:30,RCPT-20260202-00330,P-0070,view,checkout_upsell,synthetic
INT-0003463,2026-02-02T13:18:30,RCPT-20260202-00330,P-0070,hover,checkout_upsell,synthetic
INT-0003464,2026-02-02T13:18:30,RCPT-20260202-00330,P-0029,view,checkout_upsell,synthetic
INT-0003465,2026-02-02T13:18:30,RCPT-20260202-00330,P-0029,hover,checkout_upsell,synthetic
INT-0003466,2026-02-02T14:25:15,RCPT-20260202-00331,P-0060,view,checkout_upsell,synthetic
INT-0003467,2026-02-02T14:25:15,RCPT-20260202-00331,P-0060,hover,checkout_upsell,synthetic
INT-0003468,2026-02-02T14:25:15,RCPT-20260202-00331,P-0001,view,checkout_upsell,synthetic
INT-0003469,2026-02-02T14:25:15,RCPT-20260202-00331,P-0001,hover,checkout_upsell,synthetic
INT-0003470,2026-02-02T14:25:15,RCPT-20260202-00331,P-0041,view,checkout_upsell,synthetic
INT-0003471,2026-02-02T14:25:15,RCPT-20260202-00331,P-0041,hover,checkout_upsell,synthetic
INT-0003472,2026-02-02T14:25:15,RCPT-20260202-00331,P-0026,view,checkout_upsell,synthetic
INT-0003473,2026-02-02T14:25:15,RCPT-20260202-00331,P-0076,view,checkout_upsell,synthetic
INT-0003474,2026-02-02T14:25:15,RCPT-20260202-00331,P-0076,hover,checkout_upsell,synthetic
INT-0003475,2026-02-02T14:25:15,RCPT-20260202-00331,P-0052,view,checkout_upsell,synthetic
INT-0003476,2026-02-02T09:11:08,RCPT-20260202-00332,P-0074,view,checkout_upsell,synthetic
INT-0003477,2026-02-02T09:11:08,RCPT-20260202-00332,P-0074,hover,checkout_upsell,synthetic
INT-0003478,2026-02-02T09:11:08,RCPT-20260202-00332,P-0074,click,checkout_upsell,synthetic
INT-0003479,2026-02-02T09:11:08,RCPT-20260202-00332,P-0043,view,checkout_upsell,synthetic
INT-0003480,2026-02-02T09:11:08,RCPT-20260202-00332,P-0043,hover,checkout_upsell,synthetic
INT-0003481,2026-02-02T09:11:08,RCPT-20260202-00332,P-0054,view,checkout_upsell,synthetic
INT-0003482,2026-02-02T09:11:08,RCPT-20260202-00332,P-0023,view,checkout_upsell,synthetic
INT-0003483,2026-02-02T09:11:08,RCPT-20260202-00332,P-0023,hover,checkout_upsell,synthetic
INT-0003484,2026-02-02T09:11:08,RCPT-20260202-00332,P-0055,view,checkout_upsell,synthetic
INT-0003485,2026-02-02T09:11:08,RCPT-20260202-00332,P-0076,view,checkout_upsell,synthetic
INT-0003486,2026-02-02T09:11:08,RCPT-20260202-00332,P-0076,click,checkout_upsell,synthetic
INT-0003487,2026-02-03T10:06:18,RCPT-20260203-00333,P-0036,view,checkout_upsell,synthetic
INT-0003488,2026-02-03T10:06:18,RCPT-20260203-00333,P-0036,hover,checkout_upsell,synthetic
INT-0003489,2026-02-03T10:06:18,RCPT-20260203-00333,P-0050,view,checkout_upsell,synthetic
INT-0003490,2026-02-03T10:06:18,RCPT-20260203-00333,P-0050,hover,checkout_upsell,synthetic
INT-0003491,2026-02-03T10:06:18,RCPT-20260203-00333,P-0050,click,checkout_upsell,synthetic
INT-0003492,2026-02-03T10:06:18,RCPT-20260203-00333,P-0073,view,checkout_upsell,synthetic
INT-0003493,2026-02-03T10:06:18,RCPT-20260203-00333,P-0075,view,checkout_upsell,synthetic
INT-0003494,2026-02-03T10:06:18,RCPT-20260203-00333,P-0004,view,checkout_upsell,synthetic
INT-0003495,2026-02-03T10:06:18,RCPT-20260203-00333,P-0004,hover,checkout_upsell,synthetic
INT-0003496,2026-02-03T10:06:18,RCPT-20260203-00333,P-0076,view,checkout_upsell,synthetic
INT-0003497,2026-02-03T10:06:18,RCPT-20260203-00333,P-0076,hover,checkout_upsell,synthetic
INT-0003498,2026-02-03T19:50:02,RCPT-20260203-00334,P-0043,view,checkout_upsell,synthetic
INT-0003499,2026-02-03T19:50:02,RCPT-20260203-00334,P-0046,view,checkout_upsell,synthetic
INT-0003500,2026-02-03T19:50:02,RCPT-20260203-00334,P-0046,hover,checkout_upsell,synthetic
INT-0003501,2026-02-03T19:50:02,RCPT-20260203-00334,P-0071,view,checkout_upsell,synthetic
INT-0003502,2026-02-03T19:50:02,RCPT-20260203-00334,P-0071,hover,checkout_upsell,synthetic
INT-0003503,2026-02-03T19:50:02,RCPT-20260203-00334,P-0041,view,checkout_upsell,synthetic
INT-0003504,2026-02-03T19:50:02,RCPT-20260203-00334,P-0066,view,checkout_upsell,synthetic
INT-0003505,2026-02-03T19:50:02,RCPT-20260203-00334,P-0066,hover,checkout_upsell,synthetic
INT-0003506,2026-02-03T19:50:02,RCPT-20260203-00334,P-0064,view,checkout_upsell,synthetic
INT-0003507,2026-02-03T09:49:45,RCPT-20260203-00335,P-0048,view,checkout_upsell,synthetic
INT-0003508,2026-02-03T09:49:45,RCPT-20260203-00335,P-0061,view,checkout_upsell,synthetic
INT-0003509,2026-02-03T09:49:45,RCPT-20260203-00335,P-0061,hover,checkout_upsell,synthetic
INT-0003510,2026-02-03T09:49:45,RCPT-20260203-00335,P-0069,view,checkout_upsell,synthetic
INT-0003511,2026-02-03T09:49:45,RCPT-20260203-00335,P-0023,view,checkout_upsell,synthetic
INT-0003512,2026-02-03T09:49:45,RCPT-20260203-00335,P-0023,hover,checkout_upsell,synthetic
INT-0003513,2026-02-03T09:49:45,RCPT-20260203-00335,P-0066,view,checkout_upsell,synthetic
INT-0003514,2026-02-03T09:49:45,RCPT-20260203-00335,P-0066,hover,checkout_upsell,synthetic
INT-0003515,2026-02-03T09:49:45,RCPT-20260203-00335,P-0063,view,checkout_upsell,synthetic
INT-0003516,2026-02-03T15:24:43,RCPT-20260203-00336,P-0011,view,checkout_upsell,synthetic
INT-0003517,2026-02-03T15:24:43,RCPT-20260203-00336,P-0003,view,checkout_upsell,synthetic
INT-0003518,2026-02-03T15:24:43,RCPT-20260203-00336,P-0019,view,checkout_upsell,synthetic
INT-0003519,2026-02-03T15:24:43,RCPT-20260203-00336,P-0019,hover,checkout_upsell,synthetic
INT-0003520,2026-02-03T15:24:43,RCPT-20260203-00336,P-0070,view,checkout_upsell,synthetic
INT-0003521,2026-02-03T15:24:43,RCPT-20260203-00336,P-0070,hover,checkout_upsell,synthetic
INT-0003522,2026-02-03T15:24:43,RCPT-20260203-00336,P-0057,view,checkout_upsell,synthetic
INT-0003523,2026-02-03T15:24:43,RCPT-20260203-00336,P-0007,view,checkout_upsell,synthetic
INT-0003524,2026-02-03T18:19:12,RCPT-20260203-00337,P-0006,view,checkout_upsell,synthetic
INT-0003525,2026-02-03T18:19:12,RCPT-20260203-00337,P-0006,hover,checkout_upsell,synthetic
INT-0003526,2026-02-03T18:19:12,RCPT-20260203-00337,P-0021,view,checkout_upsell,synthetic
INT-0003527,2026-02-03T18:19:12,RCPT-20260203-00337,P-0021,hover,checkout_upsell,synthetic
INT-0003528,2026-02-03T18:19:12,RCPT-20260203-00337,P-0056,view,checkout_upsell,synthetic
INT-0003529,2026-02-03T18:19:12,RCPT-20260203-00337,P-0056,hover,checkout_upsell,synthetic
INT-0003530,2026-02-03T18:19:12,RCPT-20260203-00337,P-0056,click,checkout_upsell,synthetic
INT-0003531,2026-02-03T18:19:12,RCPT-20260203-00337,P-0055,view,checkout_upsell,synthetic
INT-0003532,2026-02-03T18:19:12,RCPT-20260203-00337,P-0055,hover,checkout_upsell,synthetic
INT-0003533,2026-02-03T18:19:12,RCPT-20260203-00337,P-0017,view,checkout_upsell,synthetic
INT-0003534,2026-02-03T18:19:12,RCPT-20260203-00337,P-0017,click,checkout_upsell,synthetic
INT-0003535,2026-02-03T18:19:12,RCPT-20260203-00337,P-0016,view,checkout_upsell,synthetic
INT-0003536,2026-02-03T18:19:12,RCPT-20260203-00337,P-0016,hover,checkout_upsell,synthetic
INT-0003537,2026-02-03T18:19:12,RCPT-20260203-00337,P-0016,click,checkout_upsell,synthetic
INT-0003538,2026-02-03T08:37:50,RCPT-20260203-00338,P-0060,view,checkout_upsell,synthetic
INT-0003539,2026-02-03T08:37:50,RCPT-20260203-00338,P-0001,view,checkout_upsell,synthetic
INT-0003540,2026-02-03T08:37:50,RCPT-20260203-00338,P-0001,hover,checkout_upsell,synthetic
INT-0003541,2026-02-03T08:37:50,RCPT-20260203-00338,P-0055,view,checkout_upsell,synthetic
INT-0003542,2026-02-03T08:37:50,RCPT-20260203-00338,P-0055,hover,checkout_upsell,synthetic
INT-0003543,2026-02-03T08:37:50,RCPT-20260203-00338,P-0055,click,checkout_upsell,synthetic
INT-0003544,2026-02-03T08:37:50,RCPT-20260203-00338,P-0005,view,checkout_upsell,synthetic
INT-0003545,2026-02-03T08:37:50,RCPT-20260203-00338,P-0005,hover,checkout_upsell,synthetic
INT-0003546,2026-02-03T08:37:50,RCPT-20260203-00338,P-0031,view,checkout_upsell,synthetic
INT-0003547,2026-02-03T08:37:50,RCPT-20260203-00338,P-0031,hover,checkout_upsell,synthetic
INT-0003548,2026-02-03T08:37:50,RCPT-20260203-00338,P-0053,view,checkout_upsell,synthetic
INT-0003549,2026-02-03T08:37:50,RCPT-20260203-00338,P-0053,hover,checkout_upsell,synthetic
INT-0003550,2026-02-03T11:20:35,RCPT-20260203-00339,P-0036,view,checkout_upsell,synthetic
INT-0003551,2026-02-03T11:20:35,RCPT-20260203-00339,P-0036,hover,checkout_upsell,synthetic
INT-0003552,2026-02-03T11:20:35,RCPT-20260203-00339,P-0050,view,checkout_upsell,synthetic
INT-0003553,2026-02-03T11:20:35,RCPT-20260203-00339,P-0050,hover,checkout_upsell,synthetic
INT-0003554,2026-02-03T11:20:35,RCPT-20260203-00339,P-0043,view,checkout_upsell,synthetic
INT-0003555,2026-02-03T11:20:35,RCPT-20260203-00339,P-0059,view,checkout_upsell,synthetic
INT-0003556,2026-02-03T11:20:35,RCPT-20260203-00339,P-0059,click,checkout_upsell,synthetic
INT-0003557,2026-02-03T11:20:35,RCPT-20260203-00339,P-0041,view,checkout_upsell,synthetic
INT-0003558,2026-02-03T11:20:35,RCPT-20260203-00339,P-0044,view,checkout_upsell,synthetic
INT-0003559,2026-02-03T16:18:34,RCPT-20260203-00340,P-0034,view,checkout_upsell,synthetic
INT-0003560,2026-02-03T16:18:34,RCPT-20260203-00340,P-0034,hover,checkout_upsell,synthetic
INT-0003561,2026-02-03T16:18:34,RCPT-20260203-00340,P-0051,view,checkout_upsell,synthetic
INT-0003562,2026-02-03T16:18:34,RCPT-20260203-00340,P-0051,hover,checkout_upsell,synthetic
INT-0003563,2026-02-03T16:18:34,RCPT-20260203-00340,P-0003,view,checkout_upsell,synthetic
INT-0003564,2026-02-03T16:18:34,RCPT-20260203-00340,P-0003,hover,checkout_upsell,synthetic
INT-0003565,2026-02-03T16:18:34,RCPT-20260203-00340,P-0020,view,checkout_upsell,synthetic
INT-0003566,2026-02-03T16:18:34,RCPT-20260203-00340,P-0020,hover,checkout_upsell,synthetic
INT-0003567,2026-02-03T16:18:34,RCPT-20260203-00340,P-0023,view,checkout_upsell,synthetic
INT-0003568,2026-02-03T16:18:34,RCPT-20260203-00340,P-0023,hover,checkout_upsell,synthetic
INT-0003569,2026-02-03T16:18:34,RCPT-20260203-00340,P-0009,view,checkout_upsell,synthetic
INT-0003570,2026-02-03T13:29:00,RCPT-20260203-00341,P-0061,view,checkout_upsell,synthetic
INT-0003571,2026-02-03T13:29:00,RCPT-20260203-00341,P-0019,view,checkout_upsell,synthetic
INT-0003572,2026-02-03T13:29:00,RCPT-20260203-00341,P-0070,view,checkout_upsell,synthetic
INT-0003573,2026-02-03T13:29:00,RCPT-20260203-00341,P-0063,view,checkout_upsell,synthetic
INT-0003574,2026-02-03T13:29:00,RCPT-20260203-00341,P-0063,hover,checkout_upsell,synthetic
INT-0003575,2026-02-03T13:29:00,RCPT-20260203-00341,P-0062,view,checkout_upsell,synthetic
INT-0003576,2026-02-03T13:29:00,RCPT-20260203-00341,P-0047,view,checkout_upsell,synthetic
INT-0003577,2026-02-03T20:35:09,RCPT-20260203-00342,P-0074,view,checkout_upsell,synthetic
INT-0003578,2026-02-03T20:35:09,RCPT-20260203-00342,P-0037,view,checkout_upsell,synthetic
INT-0003579,2026-02-03T20:35:09,RCPT-20260203-00342,P-0037,hover,checkout_upsell,synthetic
INT-0003580,2026-02-03T20:35:09,RCPT-20260203-00342,P-0037,click,checkout_upsell,synthetic
INT-0003581,2026-02-03T20:35:09,RCPT-20260203-00342,P-0057,view,checkout_upsell,synthetic
INT-0003582,2026-02-03T20:35:09,RCPT-20260203-00342,P-0057,hover,checkout_upsell,synthetic
INT-0003583,2026-02-03T20:35:09,RCPT-20260203-00342,P-0073,view,checkout_upsell,synthetic
INT-0003584,2026-02-03T20:35:09,RCPT-20260203-00342,P-0073,hover,checkout_upsell,synthetic
INT-0003585,2026-02-03T20:35:09,RCPT-20260203-00342,P-0017,view,checkout_upsell,synthetic
INT-0003586,2026-02-03T20:35:09,RCPT-20260203-00342,P-0017,hover,checkout_upsell,synthetic
INT-0003587,2026-02-03T20:35:09,RCPT-20260203-00342,P-0062,view,checkout_upsell,synthetic
INT-0003588,2026-02-03T11:06:31,RCPT-20260203-00343,P-0003,view,checkout_upsell,synthetic
INT-0003589,2026-02-03T11:06:31,RCPT-20260203-00343,P-0059,view,checkout_upsell,synthetic
INT-0003590,2026-02-03T11:06:31,RCPT-20260203-00343,P-0054,view,checkout_upsell,synthetic
INT-0003591,2026-02-03T11:06:31,RCPT-20260203-00343,P-0054,click,checkout_upsell,synthetic
INT-0003592,2026-02-03T11:06:31,RCPT-20260203-00343,P-0038,view,checkout_upsell,synthetic
INT-0003593,2026-02-03T11:06:31,RCPT-20260203-00343,P-0047,view,checkout_upsell,synthetic
INT-0003594,2026-02-03T11:06:31,RCPT-20260203-00343,P-0009,view,checkout_upsell,synthetic
INT-0003595,2026-02-03T22:58:13,RCPT-20260203-00344,P-0061,view,checkout_upsell,synthetic
INT-0003596,2026-02-03T22:58:13,RCPT-20260203-00344,P-0061,hover,checkout_upsell,synthetic
INT-0003597,2026-02-03T22:58:13,RCPT-20260203-00344,P-0014,view,checkout_upsell,synthetic
INT-0003598,2026-02-03T22:58:13,RCPT-20260203-00344,P-0014,hover,checkout_upsell,synthetic
INT-0003599,2026-02-03T22:58:13,RCPT-20260203-00344,P-0066,view,checkout_upsell,synthetic
INT-0003600,2026-02-03T22:58:13,RCPT-20260203-00344,P-0004,view,checkout_upsell,synthetic
INT-0003601,2026-02-03T22:58:13,RCPT-20260203-00344,P-0004,click,checkout_upsell,synthetic
INT-0003602,2026-02-03T22:58:13,RCPT-20260203-00344,P-0049,view,checkout_upsell,synthetic
INT-0003603,2026-02-03T22:58:13,RCPT-20260203-00344,P-0049,hover,checkout_upsell,synthetic
INT-0003604,2026-02-03T22:58:13,RCPT-20260203-00344,P-0062,view,checkout_upsell,synthetic
INT-0003605,2026-02-03T22:58:13,RCPT-20260203-00344,P-0062,hover,checkout_upsell,synthetic
INT-0003606,2026-02-03T22:58:13,RCPT-20260203-00344,P-0062,click,checkout_upsell,synthetic
INT-0003607,2026-02-03T11:33:06,RCPT-20260203-00345,P-0061,view,checkout_upsell,synthetic
INT-0003608,2026-02-03T11:33:06,RCPT-20260203-00345,P-0036,view,checkout_upsell,synthetic
INT-0003609,2026-02-03T11:33:06,RCPT-20260203-00345,P-0036,hover,checkout_upsell,synthetic
INT-0003610,2026-02-03T11:33:06,RCPT-20260203-00345,P-0068,view,checkout_upsell,synthetic
INT-0003611,2026-02-03T11:33:06,RCPT-20260203-00345,P-0068,hover,checkout_upsell,synthetic
INT-0003612,2026-02-03T11:33:06,RCPT-20260203-00345,P-0020,view,checkout_upsell,synthetic
INT-0003613,2026-02-03T11:33:06,RCPT-20260203-00345,P-0020,hover,checkout_upsell,synthetic
INT-0003614,2026-02-03T11:33:06,RCPT-20260203-00345,P-0073,view,checkout_upsell,synthetic
INT-0003615,2026-02-03T11:33:06,RCPT-20260203-00345,P-0024,view,checkout_upsell,synthetic
INT-0003616,2026-02-03T11:33:06,RCPT-20260203-00345,P-0024,hover,checkout_upsell,synthetic
INT-0003617,2026-02-03T13:43:29,RCPT-20260203-00346,P-0048,view,checkout_upsell,synthetic
INT-0003618,2026-02-03T13:43:29,RCPT-20260203-00346,P-0040,view,checkout_upsell,synthetic
INT-0003619,2026-02-03T13:43:29,RCPT-20260203-00346,P-0038,view,checkout_upsell,synthetic
INT-0003620,2026-02-03T13:43:29,RCPT-20260203-00346,P-0038,hover,checkout_upsell,synthetic
INT-0003621,2026-02-03T13:43:29,RCPT-20260203-00346,P-0076,view,checkout_upsell,synthetic
INT-0003622,2026-02-03T13:43:29,RCPT-20260203-00346,P-0047,view,checkout_upsell,synthetic
INT-0003623,2026-02-03T13:43:29,RCPT-20260203-00346,P-0053,view,checkout_upsell,synthetic
INT-0003624,2026-02-03T13:43:29,RCPT-20260203-00346,P-0053,hover,checkout_upsell,synthetic
INT-0003625,2026-02-03T21:23:26,RCPT-20260203-00347,P-0043,view,checkout_upsell,synthetic
INT-0003626,2026-02-03T21:23:26,RCPT-20260203-00347,P-0043,click,checkout_upsell,synthetic
INT-0003627,2026-02-03T21:23:26,RCPT-20260203-00347,P-0060,view,checkout_upsell,synthetic
INT-0003628,2026-02-03T21:23:26,RCPT-20260203-00347,P-0060,click,checkout_upsell,synthetic
INT-0003629,2026-02-03T21:23:26,RCPT-20260203-00347,P-0056,view,checkout_upsell,synthetic
INT-0003630,2026-02-03T21:23:26,RCPT-20260203-00347,P-0056,click,checkout_upsell,synthetic
INT-0003631,2026-02-03T21:23:26,RCPT-20260203-00347,P-0075,view,checkout_upsell,synthetic
INT-0003632,2026-02-03T21:23:26,RCPT-20260203-00347,P-0075,hover,checkout_upsell,synthetic
INT-0003633,2026-02-03T21:23:26,RCPT-20260203-00347,P-0058,view,checkout_upsell,synthetic
INT-0003634,2026-02-03T21:23:26,RCPT-20260203-00347,P-0063,view,checkout_upsell,synthetic
INT-0003635,2026-02-03T21:23:26,RCPT-20260203-00347,P-0063,hover,checkout_upsell,synthetic
INT-0003636,2026-02-03T21:23:26,RCPT-20260203-00347,P-0063,click,checkout_upsell,synthetic
INT-0003637,2026-02-03T12:38:01,RCPT-20260203-00348,P-0061,view,checkout_upsell,synthetic
INT-0003638,2026-02-03T12:38:01,RCPT-20260203-00348,P-0056,view,checkout_upsell,synthetic
INT-0003639,2026-02-03T12:38:01,RCPT-20260203-00348,P-0056,hover,checkout_upsell,synthetic
INT-0003640,2026-02-03T12:38:01,RCPT-20260203-00348,P-0056,click,checkout_upsell,synthetic
INT-0003641,2026-02-03T12:38:01,RCPT-20260203-00348,P-0071,view,checkout_upsell,synthetic
INT-0003642,2026-02-03T12:38:01,RCPT-20260203-00348,P-0071,hover,checkout_upsell,synthetic
INT-0003643,2026-02-03T12:38:01,RCPT-20260203-00348,P-0067,view,checkout_upsell,synthetic
INT-0003644,2026-02-03T12:38:01,RCPT-20260203-00348,P-0052,view,checkout_upsell,synthetic
INT-0003645,2026-02-03T12:38:01,RCPT-20260203-00348,P-0052,hover,checkout_upsell,synthetic
INT-0003646,2026-02-03T12:38:01,RCPT-20260203-00348,P-0052,click,checkout_upsell,synthetic
INT-0003647,2026-02-03T12:38:01,RCPT-20260203-00348,P-0044,view,checkout_upsell,synthetic
INT-0003648,2026-02-03T15:22:09,RCPT-20260203-00349,P-0008,view,checkout_upsell,synthetic
INT-0003649,2026-02-03T15:22:09,RCPT-20260203-00349,P-0008,hover,checkout_upsell,synthetic
INT-0003650,2026-02-03T15:22:09,RCPT-20260203-00349,P-0035,view,checkout_upsell,synthetic
INT-0003651,2026-02-03T15:22:09,RCPT-20260203-00349,P-0041,view,checkout_upsell,synthetic
INT-0003652,2026-02-03T15:22:09,RCPT-20260203-00349,P-0055,view,checkout_upsell,synthetic
INT-0003653,2026-02-03T15:22:09,RCPT-20260203-00349,P-0055,hover,checkout_upsell,synthetic
INT-0003654,2026-02-03T15:22:09,RCPT-20260203-00349,P-0072,view,checkout_upsell,synthetic
INT-0003655,2026-02-03T15:22:09,RCPT-20260203-00349,P-0072,hover,checkout_upsell,synthetic
INT-0003656,2026-02-03T15:22:09,RCPT-20260203-00349,P-0033,view,checkout_upsell,synthetic
INT-0003657,2026-02-03T15:22:09,RCPT-20260203-00349,P-0033,hover,checkout_upsell,synthetic
INT-0003658,2026-02-03T10:31:52,RCPT-20260203-00350,P-0036,view,checkout_upsell,synthetic
INT-0003659,2026-02-03T10:31:52,RCPT-20260203-00350,P-0037,view,checkout_upsell,synthetic
INT-0003660,2026-02-03T10:31:52,RCPT-20260203-00350,P-0037,hover,checkout_upsell,synthetic
INT-0003661,2026-02-03T10:31:52,RCPT-20260203-00350,P-0071,view,checkout_upsell,synthetic
INT-0003662,2026-02-03T10:31:52,RCPT-20260203-00350,P-0071,hover,checkout_upsell,synthetic
INT-0003663,2026-02-03T10:31:52,RCPT-20260203-00350,P-0067,view,checkout_upsell,synthetic
INT-0003664,2026-02-03T10:31:52,RCPT-20260203-00350,P-0067,hover,checkout_upsell,synthetic
INT-0003665,2026-02-03T10:31:52,RCPT-20260203-00350,P-0026,view,checkout_upsell,synthetic
INT-0003666,2026-02-03T10:31:52,RCPT-20260203-00350,P-0026,hover,checkout_upsell,synthetic
INT-0003667,2026-02-03T10:31:52,RCPT-20260203-00350,P-0044,view,checkout_upsell,synthetic
